student_id,age,gender,education_level,country,course_category,hours_per_week,videos_watched,quizzes_completed,forum_posts,assignment_score,final_exam_score,enrollment_date,subscription_type,course_completed
STU0034,44.0,Male,Bachelor,Australia,Data Science,14.7,8,15,3.0,100.0,83.3,2024-01-26,Free,False
STU0035,44.0,Female,Master,Canada,Marketing,10.2,92,24,,58.9,66.5,2024-06-18,Free,True
STU0036,27.0,Female,Bachelor,Germany,Business,11.7,63,3,2.0,78.2,100.0,2024-06-17,Free,False
STU0037,33.0,Male,Some College,Germany,Web Development,1.3,39,7,1.0,72.3,75.0,2024-01-23,Premium,False
STU0038,32.0,Male,Some College,UK,Data Science,18.46,104,8,2.0,83.0,100.0,2024-02-16,Premium,True
STU0039,32.0,Female,Some College,UK,Marketing,9.49,12,4,7.0,100.0,90.5,2024-01-13,Premium,True
STU0040,36.0,Female,Some College,UK,Business,4.9,53,15,3.0,65.9,73.4,2024-03-06,Free,True
STU0041,29.0,Female,Bachelor,UK,Web Development,9.49,52,12,1.0,57.0,96.1,2024-05-23,Premium,False
STU0042,40.0,Female,Master,USA,Design,2.1,87,6,2.0,62.9,73.7,2024-03-13,Basic,True
STU0043,37.0,Female,Some College,India,Data Science,12.2,69,19,1.0,71.5,,2024-06-04,Free,True
STU0044,42.0,Female,Bachelor,UK,Web Development,6.7,73,16,4.0,76.0,69.3,2024-03-17,Basic,True
STU0045,20.0,Female,Bachelor,UK,Business,5.0,31,2,3.0,76.7,49.5,2024-06-11,Free,True
STU0046,22.0,Female,Some College,Germany,Data Science,7.3,84,4,3.0,100.0,31.6,2024-06-17,Basic,False
STU0047,36.0,Female,Master,Canada,Marketing,12.5,10,18,3.0,99.4,63.3,2024-01-31,Free,True
STU0048,24.0,Female,Bachelor,Other,Business,8.5,17,11,3.0,94.5,71.7,2024-03-25,Basic,True
STU0049,38.0,Female,Some College,USA,Business,2.4,68,6,4.0,100.0,84.6,2024-06-08,Basic,False
STU0050,26.0,Female,Bachelor,India,Data Science,12.870000000000001,79,8,0.0,87.4,58.5,2024-02-28,Premium,True
STU0051,24.0,Male,Bachelor,India,Data Science,4.3,23,5,2.0,91.6,85.2,2024-02-10,Basic,False
STU0052,35.0,Female,Bachelor,India,Web Development,1.0,80,16,3.0,87.1,42.6,2024-04-21,Basic,True
STU0053,21.0,Female,Bachelor,Australia,Design,18.2,100,15,5.0,84.6,61.6,2024-04-05,Premium,True
STU0054,42.0,Female,Bachelor,USA,Data Science,12.740000000000002,56,22,3.0,80.9,99.9,2024-06-16,Premium,True
STU0055,31.0,Female,Master,Germany,Web Development,7.7,78,2,5.0,69.0,75.7,2024-05-01,Free,False
STU0056,35.0,Female,High School,India,Business,6.6,93,20,5.0,56.3,65.8,2024-06-04,Basic,True
STU0057,43.0,Male,Some College,UK,Data Science,13.6,24,3,3.0,73.0,78.7,2024-06-13,Free,True
STU0058,26.0,Male,High School,Canada,Business,20.3,99,9,2.0,83.5,58.1,2024-04-14,Free,True
STU0059,43.0,Male,Master,India,Data Science,9.8,72,4,2.0,76.1,70.4,2024-03-14,Basic,True
STU0060,38.0,Male,Some College,UK,Marketing,5.07,57,20,2.0,59.0,67.7,2024-05-11,Premium,False
STU0061,19.0,Male,Master,India,Web Development,7.4,27,21,3.0,72.5,96.7,2024-04-08,Free,True
STU0062,37.0,Female,Bachelor,USA,Data Science,12.61,7,9,1.0,71.7,43.6,2024-05-05,Premium,False
STU0063,32.0,Male,Master,India,Web Development,1.3,31,11,3.0,74.1,94.6,2024-05-17,Premium,True
STU0064,24.0,Female,PhD,USA,Web Development,12.090000000000002,73,9,1.0,82.4,76.1,2024-06-23,Premium,False
STU0065,29.0,Male,Master,India,Design,9.7,76,12,0.0,85.6,56.4,2024-03-15,Free,True
STU0066,25.0,Female,Master,UK,Business,17.290000000000003,13,10,5.0,67.5,,2024-01-14,Premium,True
STU0067,32.0,Male,Bachelor,UK,Business,12.9,82,21,2.0,89.7,78.8,2024-02-07,Free,True
STU0068,20.0,Male,Bachelor,Canada,Data Science,8.4,60,15,3.0,92.0,46.1,2024-05-19,Basic,False
STU0069,31.0,Female,Some College,USA,Data Science,14.1,71,7,3.0,79.8,64.8,2024-02-14,Free,True
STU0070,34.0,Female,Some College,Canada,Data Science,16.1,20,7,6.0,85.0,72.0,2024-05-24,Free,False
STU0071,21.0,Male,Bachelor,India,Business,8.1,87,24,,89.8,90.7,2024-06-11,Basic,False
STU0072,35.0,Female,Bachelor,India,Design,9.7,55,7,,58.5,89.7,2024-03-15,Basic,True
STU0073,25.0,Male,Some College,Australia,Web Development,1.0,86,12,3.0,90.8,52.8,2024-06-17,Free,True
STU0074,21.0,Male,Bachelor,USA,Data Science,2.2,84,1,2.0,63.1,61.6,2024-01-29,Free,True
STU0075,19.0,Other,Master,UK,Business,4.6,76,11,3.0,64.6,43.6,2024-01-18,Basic,True
STU0076,23.0,Female,Bachelor,UK,Design,6.2,16,9,5.0,77.9,,2024-01-20,Free,False
STU0077,39.0,Male,Bachelor,India,Business,4.680000000000001,68,11,1.0,42.8,45.2,2024-01-14,Premium,False
STU0078,27.0,Female,Master,USA,Design,7.9,79,10,2.0,77.6,95.1,2024-06-10,Free,True
STU0079,21.0,Female,PhD,USA,Data Science,6.3,9,14,4.0,89.7,87.6,2024-06-25,Free,True
STU0080,39.0,Female,Bachelor,Other,Data Science,12.3,31,15,2.0,50.3,80.3,2024-02-23,Free,True
STU0081,35.0,Male,Master,India,Design,6.1,16,16,3.0,91.3,47.3,2024-01-31,Basic,True
STU0082,43.0,Male,PhD,India,Business,1.0,21,1,5.0,64.5,56.6,2024-02-27,Free,False
STU0083,29.0,Female,Master,India,Web Development,8.5,10,17,3.0,78.1,60.0,2024-04-13,Free,True
STU0084,19.0,Female,High School,Canada,Business,10.270000000000001,10,11,1.0,66.7,,2024-06-18,Premium,False
STU0085,27.0,Female,Bachelor,USA,Design,4.6,61,18,3.0,83.6,63.2,2024-05-07,Basic,True
STU0086,21.0,Male,Some College,India,Business,8.4,32,22,1.0,90.4,52.3,2024-06-06,Free,True
STU0087,31.0,Female,High School,UK,Business,3.7,82,17,2.0,84.7,72.9,2024-01-25,Basic,True
STU0088,33.0,Female,Bachelor,Other,Web Development,12.090000000000002,87,16,2.0,74.9,77.4,2024-01-19,Premium,True
STU0089,32.0,Male,Bachelor,USA,Web Development,18.5,63,5,1.0,67.9,65.3,2024-05-15,Free,True
STU0090,25.0,Male,Master,India,Web Development,1.0,37,24,1.0,74.0,74.9,2024-01-03,Free,False
STU0091,31.0,Female,High School,India,Design,7.670000000000001,79,14,2.0,84.8,89.9,2024-03-26,Premium,False
STU0092,40.0,Female,Master,UK,Design,5.3,54,2,,85.4,97.8,2024-05-24,Basic,True
STU0093,42.0,Male,Bachelor,India,Design,6.3,23,5,3.0,83.3,77.4,2024-05-21,Basic,True
STU0094,25.0,Male,Bachelor,UK,Data Science,12.1,90,2,3.0,55.8,81.6,2024-01-09,Free,True
STU0095,38.0,Male,Master,Germany,Business,10.2,73,0,3.0,74.7,72.5,2024-04-03,Free,False
STU0096,33.0,Male,Bachelor,Canada,Design,11.4,70,12,4.0,65.5,91.2,2024-05-28,Basic,True
STU0097,30.0,Female,Some College,India,Business,8.1,98,20,1.0,85.0,50.8,2024-06-13,Free,False
STU0098,35.0,Female,Master,Australia,Design,2.7,51,13,,63.5,87.2,2024-05-18,Basic,True
STU0099,32.0,Male,Some College,UK,Design,3.5,43,12,2.0,81.8,61.2,2024-01-20,Basic,True
STU0100,38.0,Female,High School,UK,Web Development,11.0,72,3,2.0,70.8,99.2,2024-02-04,Free,False
STU0101,41.0,Female,Master,USA,Web Development,11.309999999999999,44,6,0.0,46.8,88.2,2024-02-22,Premium,True
STU0102,43.0,Female,Some College,Other,Data Science,16.900000000000002,20,21,1.0,89.0,75.9,2024-06-23,Premium,True
STU0103,42.0,Female,Master,USA,Web Development,9.2,88,9,2.0,74.6,71.7,2024-04-19,Basic,True
STU0104,30.0,Male,Some College,USA,Business,3.3,58,6,2.0,94.1,,2024-06-28,Free,True
STU0105,26.0,Male,Master,USA,Design,5.9,11,20,5.0,50.0,81.9,2024-05-15,Free,True
STU0106,32.0,Female,Some College,Canada,Data Science,10.3,83,14,4.0,70.6,64.6,2024-01-04,Basic,False
STU0107,30.0,Female,PhD,USA,Data Science,10.8,91,14,2.0,71.8,78.9,2024-06-03,Free,False
STU0108,18.0,Male,Master,USA,Business,14.82,21,3,2.0,79.1,96.6,2024-06-20,Premium,True
STU0109,42.0,Female,High School,USA,Data Science,3.8,91,22,3.0,55.1,42.1,2024-06-16,Free,False
STU0110,24.0,Female,Bachelor,USA,Data Science,3.2,23,22,5.0,83.2,79.3,2024-04-11,Basic,True
STU0111,26.0,Male,PhD,UK,Data Science,7.2,58,5,1.0,100.0,83.8,2024-02-16,Free,True
STU0112,41.0,Female,Bachelor,Canada,Data Science,13.8,97,23,2.0,82.1,96.0,2024-04-03,Basic,True
STU0113,,Other,Some College,India,Data Science,5.2,24,19,3.0,76.4,54.9,2024-06-20,Free,True
STU0114,29.0,Other,Bachelor,India,Web Development,9.8,33,4,0.0,54.3,71.5,2024-02-17,Basic,True
STU0115,25.0,Male,Bachelor,Canada,Web Development,9.8,28,19,2.0,63.4,75.1,2024-03-31,Free,False
STU0116,41.0,Female,Bachelor,USA,Design,14.3,103,11,5.0,74.2,88.3,2024-06-28,Premium,True
STU0117,28.0,Female,Bachelor,India,Web Development,14.7,67,0,2.0,67.1,83.1,2024-03-24,Free,True
STU0118,36.0,Female,Bachelor,Other,Business,18.46,93,7,3.0,90.4,56.1,2024-03-08,Premium,True
STU0119,34.0,Other,Some College,UK,Data Science,7.279999999999999,73,0,2.0,83.0,74.6,2024-05-18,Premium,False
STU0120,25.0,Female,Bachelor,USA,Data Science,1.0,12,4,0.0,100.0,94.4,2024-05-04,Free,False
STU0121,20.0,Female,Bachelor,UK,Business,6.89,112,21,7.0,60.3,80.1,2024-03-13,Premium,True
STU0122,20.0,Female,High School,India,Data Science,8.3,66,5,,75.5,99.7,2024-01-04,Free,True
STU0123,18.0,Female,Master,UK,Web Development,8.58,39,20,0.0,54.2,94.3,2024-03-16,Premium,True
STU0124,44.0,Male,Bachelor,USA,Business,15.9,78,2,3.0,41.7,100.0,2024-03-13,Basic,True
STU0125,22.0,Male,Bachelor,USA,Business,8.1,21,14,8.0,85.8,75.7,2024-03-17,Free,True
STU0126,,Male,Master,USA,Data Science,10.6,70,4,4.0,82.4,86.5,2024-02-17,Free,True
STU0127,24.0,Female,Bachelor,Other,Web Development,8.9,10,23,3.0,62.2,75.3,2024-06-02,Free,True
STU0128,43.0,Male,Master,Germany,Business,8.58,74,13,2.0,76.4,75.6,2024-04-11,Premium,True
STU0129,26.0,Female,Bachelor,USA,Data Science,1.0,73,17,4.0,65.6,77.8,2024-04-15,Free,True
STU0130,24.0,Male,High School,USA,Business,7.7,32,15,5.0,67.6,60.4,2024-03-17,Basic,False
STU0131,26.0,Female,Bachelor,Germany,Business,21.0,66,5,3.0,70.2,100.0,2024-02-08,Basic,False
STU0132,25.0,Female,Bachelor,USA,Marketing,3.9000000000000004,54,24,0.0,61.6,50.0,2024-02-27,Premium,True
STU0133,29.0,Female,Bachelor,USA,Data Science,1.0,73,23,2.0,64.3,79.0,2024-01-19,Free,True
STU0134,19.0,Male,High School,Other,Design,15.7,86,13,4.0,64.7,100.0,2024-03-28,Basic,True
STU0135,18.0,Female,High School,USA,Web Development,11.0,94,23,5.0,81.3,69.2,2024-04-22,Basic,True
STU0136,33.0,Female,Some College,Canada,Web Development,8.7,88,7,2.0,33.4,50.6,2024-03-17,Basic,False
STU0137,40.0,Male,Some College,Other,Data Science,13.5,45,6,3.0,71.6,95.2,2024-03-17,Free,True
STU0138,40.0,Female,Bachelor,India,Business,4.7,53,7,1.0,58.7,71.1,2024-01-28,Free,False
STU0139,41.0,Female,Some College,USA,Data Science,7.6,95,12,4.0,59.2,84.3,2024-03-06,Free,False
STU0140,22.0,Male,Bachelor,USA,Web Development,11.8,53,5,5.0,67.1,71.0,2024-01-10,Basic,True
STU0141,20.0,Female,Bachelor,Australia,Data Science,16.4,80,17,2.0,74.8,100.0,2024-05-05,Free,True
STU0142,29.0,Male,Bachelor,Australia,Design,3.3,75,1,4.0,71.8,28.1,2024-02-27,Basic,True
STU0143,25.0,Male,Master,Germany,Design,13.1,7,7,5.0,59.0,85.9,2024-05-21,Free,True
STU0144,39.0,Male,Bachelor,USA,Business,12.35,16,10,2.0,85.8,97.7,2024-05-04,Premium,True
STU0145,44.0,Male,Master,Germany,Data Science,11.309999999999999,111,0,2.0,61.5,79.5,2024-04-21,Premium,True
STU0146,20.0,Male,Bachelor,Other,Data Science,8.0,39,21,6.0,64.0,75.4,2024-03-24,Basic,False
STU0147,18.0,Female,Some College,UK,Business,2.5,84,5,0.0,79.3,57.8,2024-05-22,Free,True
STU0148,20.0,Female,PhD,Other,Web Development,11.9,6,15,3.0,79.8,78.5,2024-04-05,Free,True
STU0149,22.0,Female,Some College,Australia,Data Science,4.9,28,19,3.0,65.8,37.4,2024-02-02,Free,True
STU0150,32.0,Female,High School,Canada,Business,3.7,78,11,4.0,31.0,53.7,2024-05-24,Free,False
STU0151,31.0,Female,Master,UK,Marketing,11.5,42,10,10.0,61.7,63.6,2024-05-31,Basic,True
STU0152,20.0,Female,High School,India,Business,11.2,26,9,5.0,77.4,84.6,2024-06-06,Basic,False
STU0153,18.0,Male,Master,USA,Business,10.790000000000001,36,2,4.0,85.3,66.9,2024-05-20,Premium,True
STU0154,22.0,Male,Bachelor,UK,Marketing,12.3,47,12,3.0,73.8,63.6,2024-02-16,Free,True
STU0155,43.0,Male,Master,India,Data Science,13.7,59,2,,67.8,72.8,2024-04-21,Basic,True
STU0156,40.0,Male,Bachelor,Australia,Business,13.2,43,14,2.0,100.0,60.7,2024-05-23,Basic,True
STU0157,,Female,Bachelor,Other,Marketing,5.9,95,15,4.0,69.4,73.1,2024-02-12,Basic,False
STU0158,24.0,Male,Master,Germany,Data Science,12.1,33,12,4.0,84.2,85.1,2024-01-08,Free,True
STU0159,44.0,Female,Some College,USA,Business,8.8,24,16,2.0,55.0,85.5,2024-01-03,Basic,False
STU0160,26.0,Other,PhD,USA,Business,14.9,95,2,1.0,58.6,92.2,2024-05-04,Basic,True
STU0161,32.0,Female,High School,USA,Business,7.5,45,19,2.0,84.7,79.5,2024-01-12,Basic,True
STU0162,32.0,Male,Bachelor,Canada,Business,8.58,69,10,,90.7,64.6,2024-03-24,Premium,True
STU0163,43.0,Male,Some College,Germany,Marketing,5.5,24,20,1.0,69.2,,2024-01-16,Free,True
STU0164,27.0,Female,Bachelor,Other,Design,8.8,23,18,3.0,47.3,54.9,2024-03-18,Free,False
STU0165,30.0,Female,Some College,India,Data Science,9.9,88,21,1.0,72.5,55.5,2024-02-28,Basic,False
STU0166,36.0,Male,Master,Other,Design,9.9,70,10,1.0,77.8,80.0,2024-06-25,Basic,True
STU0167,24.0,Female,Master,Australia,Data Science,9.4,34,15,4.0,76.5,63.2,2024-03-03,Free,True
STU0168,34.0,Male,PhD,India,Web Development,13.91,68,20,4.0,66.5,100.0,2024-02-18,Premium,True
STU0169,37.0,Male,Some College,Australia,Web Development,9.23,45,2,3.0,72.7,70.3,2024-02-20,Premium,True
STU0170,21.0,Male,Bachelor,India,Web Development,5.8500000000000005,31,21,2.0,63.8,95.3,2024-02-02,Premium,True
STU0171,22.0,Male,Bachelor,USA,Web Development,4.2,71,5,4.0,58.3,77.3,2024-01-30,Free,True
STU0172,40.0,Other,Some College,Canada,Marketing,15.47,12,13,4.0,86.3,62.0,2024-03-16,Premium,True
STU0173,24.0,Female,Some College,India,Business,9.9,83,23,5.0,76.5,70.4,2024-01-15,Basic,True
STU0174,30.0,Male,Bachelor,Canada,Business,1.0,31,17,4.0,72.7,,2024-03-22,Basic,True
STU0175,32.0,Female,Bachelor,UK,Data Science,12.4,14,16,1.0,67.4,76.9,2024-04-01,Basic,True
STU0176,28.0,Female,Bachelor,UK,Marketing,20.150000000000002,92,3,2.0,72.3,67.4,2024-01-23,Premium,True
STU0177,21.0,Female,Bachelor,India,Marketing,5.1,52,22,1.0,77.4,47.7,2024-04-03,Basic,True
STU0178,30.0,Male,High School,UK,Design,9.3,74,14,1.0,100.0,98.4,2024-02-14,Free,False
STU0179,24.0,Male,High School,UK,Data Science,6.1,63,10,4.0,84.8,87.1,2024-03-02,Basic,True
STU0180,44.0,Male,High School,UK,Data Science,10.5,63,2,2.0,65.0,90.1,2024-01-15,Basic,True
STU0181,36.0,Male,PhD,India,Data Science,3.3,6,2,2.0,65.2,85.3,2024-02-15,Free,True
STU0182,39.0,Male,High School,USA,Data Science,10.01,39,15,3.0,62.8,49.4,2024-03-04,Premium,True
STU0183,19.0,Female,High School,UK,Web Development,11.9,72,4,0.0,72.0,65.9,2024-06-22,Basic,False
STU0184,27.0,Male,Some College,USA,Marketing,12.9,69,20,2.0,62.8,67.8,2024-06-20,Basic,True
STU0185,30.0,Male,Master,Canada,Web Development,9.7,87,9,1.0,82.1,45.6,2024-03-15,Free,False
STU0186,42.0,Male,PhD,Germany,Data Science,6.6,30,18,1.0,35.3,,2024-06-05,Basic,False
STU0187,38.0,Male,Master,UK,Data Science,1.6,93,24,6.0,83.0,60.1,2024-02-21,Free,True
STU0188,23.0,Male,Bachelor,UK,Data Science,5.0,14,3,1.0,79.1,69.9,2024-03-28,Free,True
STU0189,,Male,Bachelor,Other,Data Science,6.1,57,18,2.0,93.9,98.5,2024-02-26,Basic,False
STU0190,29.0,Male,High School,Australia,Data Science,5.2,83,10,5.0,88.2,67.4,2024-03-23,Basic,True
STU0191,37.0,Male,PhD,Other,Data Science,8.2,63,1,2.0,64.7,77.5,2024-03-06,Basic,True
STU0192,28.0,Male,Master,Australia,Design,6.6,26,9,0.0,86.5,69.4,2024-05-29,Free,True
STU0193,43.0,Female,Bachelor,USA,Marketing,8.7,55,10,4.0,72.5,83.9,2024-01-20,Basic,True
STU0194,40.0,Male,Master,USA,Web Development,12.8,52,24,5.0,46.0,59.5,2024-02-02,Free,True
STU0195,42.0,Male,Bachelor,UK,Web Development,8.32,30,19,3.0,77.4,100.0,2024-03-12,Premium,True
STU0196,24.0,Male,Bachelor,USA,Design,2.5,26,15,6.0,65.6,63.4,2024-01-25,Basic,False
STU0197,18.0,Female,PhD,India,Data Science,5.2,34,18,1.0,75.0,65.7,2024-02-15,Basic,True
STU0198,18.0,Male,Master,India,Data Science,10.3,29,22,1.0,99.8,94.3,2024-03-13,Free,False
STU0199,42.0,Female,Bachelor,UK,Design,10.7,32,23,2.0,78.4,56.2,2024-04-07,Free,True
STU0200,44.0,Female,Bachelor,Germany,Data Science,12.48,82,10,2.0,59.7,86.5,2024-02-26,Premium,True
STU0201,42.0,Male,High School,Canada,Business,13.2,49,13,4.0,89.5,,2024-03-27,Free,True
STU0202,37.0,Female,Bachelor,UK,Business,7.3,72,1,0.0,80.4,65.1,2024-05-12,Basic,True
STU0203,30.0,Female,High School,Australia,Web Development,16.2,11,22,1.0,58.0,100.0,2024-02-24,Basic,True
STU0204,26.0,Male,Bachelor,India,Web Development,11.3,53,4,4.0,50.9,84.2,2024-03-01,Free,True
STU0205,20.0,Male,PhD,Other,Design,1.3,15,4,1.0,60.3,81.4,2024-03-29,Premium,False
STU0206,24.0,Female,Bachelor,USA,Data Science,15.2,40,18,3.0,87.5,100.0,2024-01-08,Basic,True
STU0207,23.0,Female,Bachelor,Other,Data Science,4.9,87,20,4.0,70.5,96.9,2024-01-16,Free,True
STU0208,25.0,Other,Some College,Canada,Business,3.9,5,11,6.0,76.2,71.4,2024-06-24,Free,False
STU0209,44.0,Male,High School,India,Web Development,10.1,14,17,2.0,54.9,,2024-04-25,Free,False
STU0210,26.0,Female,Bachelor,USA,Data Science,1.3,48,3,2.0,87.9,89.7,2024-03-01,Premium,True
STU0211,22.0,Male,Some College,India,Design,5.2,77,21,3.0,44.8,46.9,2024-01-15,Basic,True
STU0212,18.0,Female,High School,USA,Web Development,14.2,50,16,4.0,65.2,43.9,2024-05-29,Free,False
STU0213,,Female,Bachelor,USA,Design,10.2,36,9,3.0,81.3,70.8,2024-05-10,Free,True
STU0214,27.0,Male,Master,UK,Design,11.2,36,19,3.0,58.2,46.0,2024-04-11,Basic,True
STU0215,29.0,Male,Bachelor,UK,Business,5.4,10,5,3.0,84.2,62.2,2024-02-23,Basic,True
STU0216,41.0,Male,High School,Canada,Web Development,1.8,52,24,2.0,62.0,70.7,2024-01-14,Basic,False
STU0217,32.0,Male,Bachelor,Other,Marketing,10.8,42,13,5.0,56.6,67.2,2024-02-05,Free,True
STU0218,44.0,Male,Bachelor,UK,Data Science,11.7,21,10,2.0,94.3,70.5,2024-04-14,Free,False
STU0219,39.0,Female,Bachelor,UK,Business,11.5,78,10,1.0,77.3,54.8,2024-03-22,Basic,True
STU0220,41.0,Female,Bachelor,USA,Data Science,11.440000000000001,37,17,3.0,82.8,87.0,2024-03-07,Premium,False
STU0221,26.0,Female,Some College,Canada,Web Development,4.1,58,22,4.0,90.3,47.8,2024-01-10,Free,True
STU0222,37.0,Female,Bachelor,India,Web Development,17.8,54,21,2.0,35.7,39.9,2024-02-18,Basic,True
STU0223,34.0,Female,Bachelor,Other,Marketing,9.9,39,17,2.0,84.5,67.8,2024-04-20,Basic,False
STU0224,34.0,Female,Master,Australia,Marketing,7.3,89,23,2.0,63.6,90.9,2024-03-05,Basic,True
STU0225,43.0,Female,Bachelor,UK,Data Science,7.3,29,22,3.0,65.6,70.8,2024-02-26,Free,True
STU0226,37.0,Male,Bachelor,USA,Data Science,11.18,38,10,1.0,81.6,51.5,2024-01-27,Premium,True
STU0227,29.0,Male,Bachelor,Australia,Business,12.3,19,20,2.0,69.6,75.2,2024-04-22,Basic,True
STU0228,,Male,Bachelor,Germany,Web Development,8.8,8,11,0.0,83.9,78.5,2024-05-12,Basic,True
STU0229,19.0,Male,Master,USA,Data Science,11.4,97,4,2.0,74.4,79.3,2024-03-11,Free,False
STU0230,20.0,Male,Bachelor,USA,Business,8.6,77,22,2.0,77.5,65.7,2024-03-23,Free,True
STU0231,34.0,Male,Bachelor,Germany,Web Development,7.6,31,8,2.0,67.6,78.4,2024-02-26,Free,True
STU0232,22.0,Female,Bachelor,USA,Marketing,10.6,30,24,4.0,59.0,40.8,2024-04-29,Basic,True
STU0233,34.0,Female,Bachelor,Other,Data Science,10.4,23,8,2.0,63.9,55.8,2024-04-02,Free,True
STU0234,41.0,Male,Bachelor,India,Web Development,7.3,96,21,3.0,73.5,45.9,2024-01-15,Basic,False
STU0235,34.0,Male,Master,USA,Web Development,5.0,21,9,2.0,100.0,96.9,2024-04-20,Free,True
STU0236,44.0,Male,Bachelor,Australia,Design,9.4,47,21,5.0,97.1,83.9,2024-04-10,Basic,True
STU0237,34.0,Female,Bachelor,India,Web Development,8.3,45,18,0.0,65.2,73.5,2024-04-28,Basic,False
STU0238,19.0,Male,PhD,UK,Business,5.8,46,0,4.0,75.9,47.1,2024-03-16,Free,True
STU0239,19.0,Female,High School,USA,Data Science,4.6,54,6,2.0,70.7,80.7,2024-06-06,Free,False
STU0240,39.0,Male,Some College,USA,Design,9.6,88,3,6.0,77.0,96.3,2024-01-20,Free,False
STU0241,40.0,Female,Some College,Canada,Web Development,10.2,44,0,2.0,78.9,82.1,2024-06-13,Basic,False
STU0242,22.0,Other,Master,UK,Data Science,6.6,43,14,2.0,82.9,73.3,2024-05-10,Basic,True
STU0243,18.0,Male,High School,UK,Business,5.7,27,7,1.0,31.5,79.6,2024-03-13,Free,False
STU0244,18.0,Female,High School,Germany,Data Science,4.7,56,11,1.0,80.5,72.3,2024-05-01,Basic,False
STU0245,36.0,Female,High School,Canada,Data Science,9.5,51,21,2.0,69.0,87.9,2024-02-10,Free,True
